country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Cambodia,2021-03-06,Open Data Day 2021: Data in the time of COVID-19,,"To bring the national and regional experts to discuss the importance of availability, openness, dissemination and use of data and information during the pandemic. Also, to encourage the participation of all key actors, CSOs, researchers and experts working together to foster an open data ecosystem that allows the accessibility of data during the pandemic",,8:00,https://twitter.com/opendevmekong/status/1365601210162507776,,False,11.556374,104.928207,,False,40,True,https://www.eventbrite.com/e/cambodia-open-data-day-2021-data-in-the-time-of-covid-19-tickets-141933383571,Open Development Cambodia,"Phnom Penh, Cambodia",,,,,open-data-day-2021-data-in-the-time-of-covid-19,ICT,https://www.facebook.com/events/720603921949288,APAC,Asia & The Pacific
Nepal,2021-03-06,Open Data Day 2021: Datathon,https://pbs.twimg.com/media/EwBdFx0UUAA2vYS?format=jpg&name=medium,"For the Datathon, around 20 local youths will get to learn about open data, its importance and applications",,9:00,https://twitter.com/okfn_np/status/1369275497058689024,,False,28.1313,82.2982,,False,25,False,https://www.facebook.com/events/204883431418501/,Open Knowledge Nepal,Tulsipur Sub-metropolitan City of Dang,,,,,open-data-day-2021-datathon,NPT,http://oknp.org/,APAC,Asia & The Pacific
Spain,2021-03-06,Open data Day 2021: Datos para abordar el impacto del Covid-19,,"In this edition of the Open Data Day, we dedicate it to highlighting projects and valuable data for approaching the repercussions of the Covid-19 pandemic on health, the economy, and society.",,10:30,,,False,41.40689,2.19423,,False,30,True,https://www.eventbrite.es/e/entradas-open-data-day-2021-dades-per-abordar-limpacte-de-la-covid-19-142718891045,Iniciativa Barcelona Open Data,Barcelona,,,,,open-data-day-2021-datos-para-abordar-el-impacto-del-covid-19,CET,http://iniciativabarcelonaopendata.cat/es/2021/02/6-de-marzo-celebracion-open-data-day-2021/,EMEA,"Europe, Middle East & Africa"
Italy,,Open Data Day 2021: Event and online session ,,,,,,,False,37.48991,14.06329,,False,200,True,,Michele Dellutri,Caltanissetta,,,,,open-data-day-2021-event-and-online-session,,,EMEA,"Europe, Middle East & Africa"
Paraguay,,Open Data Day Asuncion 2021,,Online Speakers,,,,,False,-25.3068259,-57.5551114,,False,30,True,,Civilab,Online,,,,,open-data-day-asuncion-2021,,https://civilab.org.py/,AMER,The Americas
Tanzania,,Open Data Day at Institute of Rural Development Planning (Dodoma),,Event aims to show the importance of open data in community and how opensource software can be linked and used in planning issues,,,,,False,-6.121673,35.74504,,False,50,True,,"Shabani Magawila, Crowd2Map",Dodoma,,,,,open-data-day-at-institute-of-rural-development-planning-dodoma,,https://www.eventbrite.co.uk/e/open-data-day-at-institute-of-rural-development-planning-dodoma-tickets-140332328773,EMEA,"Europe, Middle East & Africa"
Brazil,2021-03-06,Open Data Day BD,,"Em parceria à FGV/EMAP, a Base dos Dados irá trazer workshop de aplicações com nosso datalake público e lançar seu 1º datathon",,14:00,https://twitter.com/basedosdados/status/1365799708325740564,,False,-8.452,-40.116,,False,50,True,https://basedosdados.github.io/mais/odd_2021/,Base dos Dados,Na rede,,,,,open-data-day-bd,BRT,https://basedosdados.github.io/mais/,AMER,The Americas
Germany,2021-03-06,Open Data Day Bielefeld,,Am 06. März 2021 veranstaltet das Digitalisierungsbüro der Stadt Bielefeld im Rahmen des internationalen Open Data Day 2021 in Zusammenarbeit mit Code for Bielefeld ein kostenfreies Event. In vier Kurzvorträgen erhalten Bürger*innen erste Einblicke in die Bedeutung und Nutzung von offene Daten als Zukunftsressource für partizipative Stadtentwicklung und offene Innovation. Anschließend folgt eine kurze Einführung in das Open Data Portal der Stadt Bielefeld (Amt für Geoinformation und Kataster) und schließlich ein interaktiver Workshop zur Visualisierung von offenen Daten (Code for Bielefeld),,9:45,https://twitter.com/codeforbi/status/1367137816099053577,,False,52.0333,8.5333,,False,,True,https://bielefeld-de.zoom.us/j/63751673332?pwd=clcvTjE3RGZsYnFvZFAwL2o3OHNUZz09,Digitalisierungsbüro Stadt Bielefeld,Bielefeld,,,,,open-data-day-bielefeld,CET,https://www.eventbrite.de/e/open-data-day-2021-bielefeld-tickets-143708868093,EMEA,"Europe, Middle East & Africa"
Brazil,2021-03-06,Open Data Day Brasília,,Increase the open data community in Brasilia,,10:00,,,False,-15.826691,-47.921822,,False,100,True,https://www.sympla.com.br/open-data-day-brasilia__1142950,Mário Sérgio,Brasília,,,,,open-data-day-brasilia,BRT,,AMER,The Americas
Democratic Republic of the Congo,,Open Data Day Bukavu,,Advocate for the government’s application open data in increasing the government’s accountability,,,,,False,-2.50316,28.85309,,True,15,False,,Demokrasya,Bukavu,,,,,open-data-day-bukavu,,,EMEA,"Europe, Middle East & Africa"
Tanzania,2021-03-09,Open Data Day by SUZA YouthMappers,,"The event aims to create awareness on open data day and how the students can use the data in developing innovative web and mobile applications to solve existing challenges in society. The workshop will consist of several topics with hands-on practice in between. In addition to the invited students from different Universities in Zanzibar taking computer related fields- the total participants are expected to be 100 consisting of more than 50% of the girls. Girls will be given higher priority during the application process.


The celebration day will start with a networking session and three presentations from Ms. Raya Idrissa Ahmada who has worked as a Resilience Academy Internship Program coordinator under the Tanzanian Urban Resilience Program (TURP), SUZA YouthMappers chapter and currently  YouthMappers Regional Ambassador in Tanzania; Mr. Massoud Mmanga Hamad who is a developer and Assistant Lecturer from the Department of Computer Science and IT and a Geonode developer under the TURP; Mr. Yussuf Said who is the head Pilot and Trainer at Tanzania Flying Labs. 


The participants will gain knowledge about open data and how they can utilize it in coming up with innovative web and mobile applications. And they will have vivid examples of people coming from Computer Science and Engineering fields, now working with Open Data Initiatives.


The event encourages students to use the available open data, as well, as introduce some of the Open Source Initiatives. ",,13:00,https://twitter.com/SUZAYouthMapper/status/1369295410427293708,,False,-6.1657605,39.1896411,,True,50,False,,SUZA YouthMappers,Zanzibar,,,,,open-data-day-by-suza-youthmappers,EAT,https://twitter.com/SUZAYouthMapper,EMEA,"Europe, Middle East & Africa"
Nepal,,Open Data Day celebration - Amargadhi Dadeldhura,,"The solidarity towards the concept of open data, open and transparent government; and to spread awareness at local level about importance of it",,,,,False,22.29516,70.855049,,False,150,False,,Amargadhi Municipality,Amargadhi Dadeldhura,,,,,open-data-day-celebration-amargadhi-dadeldhura,,https://amargadhi.susasan.org/,APAC,Asia & The Pacific
Nepal,,Open Data Day celebration - Nawadurga Rural Municipality,,"The solidarity towards the concept of open data, open and transparent government; and to spread awareness at local level about importance of it",,,,,False,23.86713,72.12846,,False,150,False,,"Nawadurga Rural Municipality, Dadeldhura","Nawadurga Rural Municipality, Dadeldhura",,,,,open-data-day-celebration-nawadurga-rural-municipality,,https://nawadurga.susasan.org/,APAC,Asia & The Pacific
Nepal,2021-03-06,Open Data Day Celebration 2021 - Parshuram Municipality,,Solidarity towards International Open Data Day,,,,,False,11.05775,-0.2408,,False,100,False,,Parshuram Municipality,Parshuram Municipality,,,,,open-data-day-celebration-2021-parshuram-municipality,NPT,http://parshurammun.gov.np/,APAC,Asia & The Pacific
Nepal,,"Open Data Day celebration 2021, sharing and learning workshop",,Event aimed at sharing and promotion of open data practices in local government ,,,,,False,27.710629,85.809067,,False,50,False,,Sunkoshi Rural Municipality,Sunkoshi Rural Municipality,,,,,open-data-day-celebration-2021-sharing-and-learning-workshop,,https://sunkoshi.susasan.org/,APAC,Asia & The Pacific
Brazil,2021-03-06,Open Data Day Curitiba 2021,,"Develop digital literacy to create overall interest in the use of open data with presentations by guests in three groups of approaches: social, organisational and technical",,10:00,https://twitter.com/codeforcuritib1/status/1364652381925949446,https://www.youtube.com/watch?v=9iJvIjGsyhA,False,-25.480877,-49.304424,,False,100,True,https://www.eventbrite.com.br/e/open-data-day-curitiba-2021-versao-online-tickets-141472677587,"Ricardo Mendes Junior, Code for Curitiba",Curitiba,,,,,open-data-day-curitiba-2021,BRT,https://odd.dadosabertos.curitiba.br/,AMER,The Americas
Ecuador,2021-03-06,Open Data Day EC 2021,,We expect to motivate and promote the use of open data. We recently launched the first open government data policy and we need to promote it widely,,10:00,https://twitter.com/datalat/status/1368219311635042317,https://www.facebook.com/watch/live/?v=189342942587114&ref=watch_permalink,False,-0.180653,-78.467834,,False,60,True,,"Julio López, Datalat",Quito,,,,,open-data-day-ec-2021,ECT,http://www.datalat.org/opendataday,AMER,The Americas
Brazil,2021-03-06,Open Data Day Feira,,"Political and didactic focus on open government and scientific data.
We are introducing these discussions because they are fairly new to our local community.
Schedule
14:00 Opening
14:30 Round Table I - Transparency as public policy
16:00 Break
16:15 Round Table II - Open Science
17:45 Closing

Round Table I - Transparency as public policy. (duration: 1.5h)
Moderator: Ana Paula Gomes
Guests: Jhonatas Monteiro (city council), Rafael Velame (journalist), Amanda Ribeiro (open gov activist)

Mesa Redonda II - Ciência aberta (duração: 1h30)
Moderator: Angelo Loula
Guests: Rodrigo Tripodi Calumby (UEFS), Washington Rocha (PPGM), Bethania Almeida (Fiocruz), Luana Farias Sales (IBICT)",,14:00,https://twitter.com/DadosDeFeira/status/1357365738361782273,https://www.youtube.com/watch?v=IrA_MVh73y4,False,-12.259727,-38.964661,,True,,True,https://www.youtube.com/watch?v=IrA_MVh73y4,Ana Paula Gomes (Dados Abertos de Feira),Feira de Santana,,,,,open-data-day-feira,BRT,https://dadosabertosdefeira.github.io/opendataday/,AMER,The Americas
Somalia,,Open Data Day Garowe,,Promotion of openness of public budget to the people ,,,,,False,888.0,888.0,,False,22,False,,Bareedo Platform ,Garowe,,,,,open-data-day-garowe,,https://bareedo.org/open-government/open-data/,EMEA,"Europe, Middle East & Africa"
Ecuador,2021-03-06,Open Data Day Guayaquil 2021,,"Conversatorio: Datos Abiertos para la Innovación

Moderadores:

David Ponce, Director de Transformación Digital
Eduardo Bejar, Gerente General de Fundapi

Panelistas:

- Flor Serale - Open Data Institute (Reino Unido)
Consultora de desarrollo de estrategias de datos abiertos en el Open Data
Institute (ODI), con experiencia en investigación, transformación digital e
innovación basada en datos en América Latina.

Stephane Godoy - Grupo KFC (Ecuador)
Jefe Regional de Marketing y Transformación Digital en Grupo KFC, especialista en big data, analítica avanzada, generación de insights y marketing digital.

- Daniel Carranza - Data (Uruguay)
Co-fundador de DATA Uruguay, consultor de gobierno abierto, datos abiertos y
tecnología cívica en diferentes proyectos en Latinoamérica

Agenda:

11h00 - 11h05: Bienvenida (EPICO) - Introducción (Fundapi)
11h05 - 11h20: Flor Serale - ODI
11h20 - 11h35: Stephane Godoy - IFS
11h35 - 11h50: Daniel Carranza - DATA
11h50 - 12h00: Conversación, preguntas y cierre",,11:00,https://twitter.com/fundapi/status/1367615524243460097,https://www.youtube.com/watch?v=RsEpCPouXUQ,False,-2.180195,-79.90325,,False,,True,https://bit.ly/ODDGye,Fundapi + ÉPICO,Guayaquil,,,,,open-data-day-guayaquil-2021,PST,,AMER,The Americas
Germany,2021-03-06,Open Data Day Heilbronn,,Working together on open data projects for the Heilbronn area.,,10:00,https://twitter.com/codeforhn/status/1359543045918773252,,False,49.143918,9.215009,,False,20,True,https://pretix.hmnd.de/cfhn/odd21/,Code for Heilbronn e.V.,Heilbronn,,,,,open-data-day-heilbronn,CET,https://codeforheilbronn.de/2021/02/09/open-data-day-heilbronn.html,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-06,Open Data Day in Hakodate online,,Consider the activities for the coming year with reference to the trends of Civic Tech.,,13:00,,,False,41.794979,140.739975,,False,10,True,https://meet.google.com/ygo-ejhv-ecf,Takuya Nakamura (Code for Hakodate),Hakodate,,,,,open-data-day-in-hakodate-online,JST,https://www.facebook.com/events/2869379783337733,APAC,Asia & The Pacific
South Korea,,Open Data Day in Korea,,Share our experience of COVID-19,,,,,False,37.5326,127.024612,,False,100,True,,Haklae Kim (Open Knowledge Korea),Seoul,,,,,open-data-day-in-korea,,http://okfn.kr,APAC,Asia & The Pacific
Russia,2021-03-06,Open Data Day in Moscow,,"Applying data to solve public problems, the business of openness, the availability of public finance data, and the census. We have invited Russian and international experts to participate in the discussions to discuss what is happening with open data in Russia and the world",,11:00,https://twitter.com/InfocultureRu/status/1365602523273396226,,False,55.755825,37.617298,,False,150,True,,"NGO ""Infoculture""",Moscow,,,,,open-data-day-in-moscow,MSK,https://opendataday.ru/msk,EMEA,"Europe, Middle East & Africa"
Senegal,,Open Data Day Kaolack,,"Conference, Mapathon and training",,,,,False,14.150796,-16.078948,,False,150,True,,Labaly TOURE,Kaolack,,,,,open-data-day-kaolack,,,EMEA,"Europe, Middle East & Africa"
Kenya,2021-03-06,Open Data Day Nairobi,,To host and train student mappers on open mapping and further engage them in the national open mapping community and bring together a number of players in the open mapping community in Kenya,,10:00,,,False,-1.291714,36.824693,,False,65,True,https://opendatadaykenya.splashthat.com/,"Laura Mugeha, YouthMappers",Nairobi,,,,,open-data-day-nairobi,EAT,,EMEA,"Europe, Middle East & Africa"
India,2021-03-06,Open Data Day New Delhi,https://twitter.com/DataPortalIndia/status/1368792085201969156,Webinar on agriculture data in India ,,10:30,https://twitter.com/DataPortalIndia/status/1368792085201969156,,False,28.6259134,77.1588649,,False,100,True,,Data Portal India and Indian Council of Agricultural Research,New Delhi,,,,,open-data-day-new-delhi,IST,https://data.gov.in/,APAC,Asia & The Pacific
Nigeria,2021-03-06,Open Data Day Port Harcourt 2021 ,https://twitter.com/mangrovexpo/status/1368224018399125505,Use open data to uncover hidden threats damaging Nigerian mangrove and demonstrate the necessity for urgent action to save the mangroves,,12:00,https://twitter.com/mangrovexpo,,False,34.36155,-89.5022,,True,50,False,,Niger Delta Snapshot #SaveNigerianMangrove ,"Port Harcourt, Rivers State",,,,,open-data-day-port-harcourt-2021,WAT,https://mangrovemarathon.org/,EMEA,"Europe, Middle East & Africa"
